"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/26/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"3/26/2009","Check","Check   view","206.00","debit","Check","Personal","",""
"3/25/2009","2Checkout","2co.com*hosttrack 877-2940273 Oh","4.99","debit","Electronics & Software","CD Credit","",""
"3/25/2009","37 Signals","37signals-charge.com 312-239-0165 Il","24.00","debit","Business Services","CD Credit","",""
"3/25/2009","Amazon","Amazon.com Amzn.com/bill Wa","16.94","debit","Shopping","Personal CC1","",""
"3/24/2009","Wtr Ds","Web Authorized Pmt Shoreline Wtr Ds","166.44","debit","Uncategorized","Personal","",""
"3/24/2009","Check","Check   view","49.00","debit","Check","Personal","",""
"3/23/2009","Lynnwood Honda","Visa Purchase (Non-pin) Lynnwood Honda-sedmonds Wa","3000.00","debit","Service & Parts","Personal","",""
"3/23/2009","Taco Del Mar","Visa Purchase (Non-pin) Taco Del Mar Seaseattle Wa","10.79","debit","Restaurants","Personal","",""
"3/23/2009","Transfer to Personal CC2","Web Authorized Pmt Credit Card","100.00","debit","Credit Card Payment","Personal","",""
"3/23/2009","Applus Technologies","Visa Purchase (Non-pin) Applus Technologseattle Wa","15.00","debit","Parking","Personal","",""
"3/23/2009","Ccf Christianchi Va","Visa Purchase (Non-pin) Ccf*christianchi800-776-6767va","24.00","debit","Uncategorized","Personal","",""
"3/23/2009","Transfer to Personal CC1","Web Authorized Pmt Credit Card","700.00","debit","Credit Card Payment","Personal","",""
"3/23/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","4900.00","credit","Income","CD","",""
"3/23/2009","Check","Check   view","86.10","debit","Check","Personal","",""
"3/23/2009","Transfer from Personal","Payment Thank You","100.00","credit","Credit Card Payment","Personal CC2","",""
"3/23/2009","Transfer from Personal","Payment Thank You","700.00","credit","Credit Card Payment","Personal CC1","",""
"3/23/2009","Member Fees","8882774408 Member Fees Jenkintown Pa","99.00","debit","Uncategorized","Personal CC1","",""
"3/20/2009","Safeway","Visa Purchase (Non-pin) Safeway Store 00seattle Wa","31.85","debit","Groceries","CD","",""
"3/20/2009","Check","Check   view","344.40","debit","Check","CD","",""
"3/19/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","14.91","debit","Food & Dining","Personal","",""
"3/19/2009","Arco","Purchase With Pin Arco Paypoint Seattle Wa","32.05","debit","Gas & Fuel","Personal","",""
"3/19/2009","Internet Banking Line","Internet Banking Payment To Credit Line 3000632369","4000.00","debit","Uncategorized","CD","",""
"3/18/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","3820.00","credit","Income","CD","",""
"3/18/2009","Phad Thai","Visa Purchase (Non-pin) Phad Thai Seattle Wa","10.19","debit","Restaurants","CD","",""
"3/18/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","5.97","debit","Coffee Shops","CD","",""
"3/17/2009","Collins Inn","Visa Purchase (Non-pin) Collins Inn Ocean Shoreswa","183.65","debit","Hotel","Personal","",""
"3/17/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","1.71","debit","Food & Dining","Personal","",""
"3/17/2009","City","Web Authorized Pmt City Of Seattle","594.02","debit","Uncategorized","Personal","",""
"3/17/2009","Stubhub","Visa Purchase (Non-pin) Stubhub, Inc 866-788-2482ca","114.95","debit","Business Services","Personal","",""
"3/17/2009","Romios Pizza","Visa Purchase (Non-pin) Romios Pizza Andseattle Wa","34.63","debit","Restaurants","Personal","",""
"3/17/2009","Brinks","Brinks Easypay Draft 800-445-0872 Tx","36.99","debit","Business Services","Personal CC1","",""
"3/16/2009","North Pacific In","Electronic Withdrawal North Pacific In","87.66","debit","Uncategorized","Personal","",""
"3/16/2009","Ampco","Visa Purchase (Non-pin) Ampco Parking Paseattle Wa","4.00","debit","Auto & Transport","Personal","",""
"3/16/2009","Safeway","Purchase With Pin Safeway Store Shoreline Wa","18.07","debit","Groceries","Personal","",""
"3/16/2009","Union 76","Visa Purchase (Non-pin) Union 76 00dupont Wa","28.64","debit","Gas & Fuel","Personal","",""
"3/16/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","740.00","debit","Cash & ATM","Personal","",""
"3/16/2009","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"3/16/2009","Transfer from CD","Funds Transfer-credit 000153559713075","4000.00","credit","Transfer","Personal","",""
"3/16/2009","Green Beans","Visa Purchase (Non-pin) The Green Bean 206-6192435 Wa","3.18","debit","Gift","CD","",""
"3/16/2009","Transfer to Personal","Funds Transfer-debit 000153556271499","4000.00","debit","Transfer","CD","",""
"3/16/2009","Barnes & Noble","Visa Purchase (Non-pin) Barnes & Noble #seattle Wa","4.76","debit","Books","CD","",""
"3/16/2009","Barnes & Noble","Visa Purchase (Non-pin) Barnes & Noble #seattle Wa","3.82","debit","Books","CD","",""
"3/16/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","13.49","debit","Restaurants","CD","",""
"3/16/2009","Us Dollar","29.95 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"3/16/2009","Govtfundedgrants Cy","Govtfundedgrants 8663369634 Cy","30.54","debit","Business Services","CD Credit","",""
"3/16/2009","AT&T Wireless","Attm*298008539844nws 800-331-0500 Ga","169.18","debit","Cell Phone","CD Credit","",""
"3/16/2009","Comcast","Comcast Cable Comm 800-comcast Wa","167.88","debit","Television","CD Credit","",""
"3/16/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","17.43","debit","Gym","Personal CC1","",""
"3/16/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","22.88","debit","Gym","Personal CC1","",""
"3/13/2009","C C Teriyaki","Visa Purchase (Non-pin) C C Teriyaki Seattle Wa","7.83","debit","Restaurants","CD","",""
"3/13/2009","Green Beans","Visa Purchase (Non-pin) The Green Bean 206-6192435 Wa","3.68","debit","Gift","CD","",""
"3/12/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","41.38","debit","Shopping","Personal","",""
"3/12/2009","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"3/12/2009","Finance Charge Interest","***finance Charge***interest","45.34","debit","Finance Charge","CD Credit","",""
"3/12/2009","European Motors Corp","European Motors Corp 2 Shoreline Wa","1302.98","debit","Service & Parts","Personal CC1","",""
"3/11/2009","Ppdacct","Electronic Withdrawal 090311payment 5xxxxxxxxxxxx0632369 Ppdacct 0","202.62","debit","Uncategorized","CD","",""
"3/10/2009","Ampco","Visa Purchase (Non-pin) Ampco Parking Jaseattle Wa","6.00","debit","Auto & Transport","Personal","",""
"3/10/2009","Media Temple","Media Temple 877-578-4000 Ca","30.00","debit","Business Services","CD Credit","",""
"3/10/2009","Check","Check   view","102.15","debit","Check","Personal","",""
"3/09/2009","Trader Joe's","Purchase With Pin Trader Joe's # 1seattle Wa","19.64","debit","Groceries","Personal","",""
"3/09/2009","Childrens Mu","Visa Purchase (Non-pin) The Childrens Museattle Wa","35.00","debit","Kids","Personal","",""
"3/09/2009","H&M","Purchase With Pin Cns H & M Seattle Wa","11.61","debit","Clothing","Personal","",""
"3/09/2009","Old Navy","Visa Purchase (Non-pin) Old Navy #5947 Seattle Wa","38.15","debit","Clothing","CD","",""
"3/09/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1780.00","credit","Income","CD","",""
"3/09/2009","Plus Service","J2 *efax Plus Service 323-817-3205 Ca","16.95","debit","Mobile Phone","Personal CC1","",""
"3/09/2009","Check","Check   view","75.00","debit","Check","CD","",""
"3/06/2009","Phad Thai","Visa Purchase (Non-pin) Phad Thai Seattle Wa","10.19","debit","Restaurants","CD","",""
"3/06/2009","Ndsite Freshbooks","2ndsite Freshbooks 416-481-6946 On","14.28","debit","Books","CD Credit","",""
"3/06/2009","Us Dollar","14.00 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"3/05/2009","William C Colwe","Visa Purchase (Non-pin) William C. Colwe206-365-6860wa","393.00","debit","Uncategorized","Personal","",""
"3/05/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","28.36","debit","Uncategorized","Personal","",""
"3/04/2009","Marion Minor","Visa Purchase (Non-pin) Marion&minor 69seattle Wa","5.00","debit","Uncategorized","Personal","",""
"3/04/2009","Richmond","Visa Purchase (Non-pin) Richmond Pediatrshoreline Wa","20.00","debit","Hospital Bills","Personal","",""
"3/04/2009","Check","Check   view","1000.00","debit","Check","Personal","",""
"3/04/2009","Walgreen","Visa Purchase (Non-pin) Walgreens #3788 Shoreline Wa","5.15","debit","Hospital Bills","Personal","",""
"3/04/2009","Marion Minor","Visa Purchase (Non-pin) Marion&minor 69seattle Wa","5.00","debit","Uncategorized","Personal","",""
"3/03/2009","Media Temple","Media Temple 877-578-4000 Ca","52.00","debit","Business Services","CD Credit","",""
"3/03/2009","Finance Charge Interest","***finance Charge***interest","21.44","debit","Finance Charge","Personal CC1","",""
"3/03/2009","Shell","Purchase With Pin Shell Service Stseattle Wa","38.40","debit","Gas & Fuel","Personal","",""
"3/02/2009","Party Central","Visa Purchase (Non-pin) Party Central Shoreline Wa","4.33","debit","Music","Personal","",""
"3/02/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","52.08","debit","Groceries","Personal","",""
"3/02/2009","Pacific Topsoils","Visa Purchase (Non-pin) Pacific Topsoilsseattle Wa","22.00","debit","Lawn & Garden","Personal","",""
"3/02/2009","Verite Coffee","Visa Purchase (Non-pin) Verite Coffee Anseattle Wa","41.00","debit","Food & Dining","Personal","",""
"3/02/2009","Transfer from CD","Funds Transfer-credit 000153559713075","4000.00","credit","Transfer","Personal","",""
"3/02/2009","Party @ Display & Costume","Visa Purchase (Non-pin) Party @ Display 206-362-4810wa","23.00","debit","Clothing","Personal","",""
"3/02/2009","Party Central","Visa Purchase (Non-pin) Party Central Shoreline Wa","2.17","debit","Music","Personal","",""
"3/02/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","800.00","debit","Cash & ATM","Personal","",""
"3/02/2009","Seattle Park","Visa Purchase (Non-pin) Seattle 684-parkseattle Wa","0.25","debit","Uncategorized","Personal","",""
"3/02/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","8475.00","credit","Income","CD","",""
"3/02/2009","Transfer to Personal","Funds Transfer-debit 000153556271499","4000.00","debit","Transfer","CD","",""
"3/02/2009","Check","Check   view","612.00","debit","Check","CD","",""
"3/02/2009","Line Advance","Credit Line Advance 000003000632369","3800.00","credit","Income","CD","",""
"3/02/2009","Media Temple","Media Temple 877-578-4000 Ca","0.51","debit","Business Services","CD Credit","",""
"3/02/2009","Identity Cy","Identity Security 8772057023 Cy","10.14","debit","Dentist","CD Credit","",""
"3/02/2009","Transfer from CD","Payment Thank You","500.00","credit","Credit Card Payment","CD Credit","",""
"3/02/2009","Us Dollar","9.95 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"3/02/2009","Transfer to CD Credit","Web Authorized Pmt Credit Card","500.00","debit","Credit Card Payment","CD","",""
"2/27/2009","Good News","Good News/cross Way 630-682-4300 Il","103.99","debit","Printing","CD Credit","",""
"2/27/2009","Mutua","Web Authorized Pmt Washington Mutua","2047.66","debit","Uncategorized","Personal","",""
"2/27/2009","Party Central","Visa Purchase (Non-pin) Party Central Shoreline Wa","15.24","debit","Music","Personal","",""
"2/27/2009","Check","Check   view","82.00","debit","Check","Personal","",""
"2/27/2009","Chase","Web Authorized Pmt Chase Mtge","903.90","debit","Home Services","Personal","",""
"2/27/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","18.41","debit","Restaurants","Personal","",""
"2/26/2009","Check","Check   view","206.00","debit","Check","Personal","",""
"2/26/2009","Toys ""R"" Us","Purchase With Pin Cns Toys R Us Lynnwood Wa","53.32","debit","Toys","Personal","",""
"2/26/2009","Us Dollar","4.95 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"2/26/2009","Fraudprotection Cy","Fraudprotection 8663872521 Cy","5.04","debit","Business Services","CD Credit","",""
"2/25/2009","Check","Check   view","122.60","debit","Check","Personal","",""
"2/25/2009","2Checkout","2co.com*hosttrack 877-2940273 Oh","4.99","debit","Electronics & Software","CD Credit","",""
"2/24/2009","Toys ""R"" Us","Purchase With Pin Cns Toys R Us Seattle Wa","86.95","debit","Toys","Personal","",""
"2/23/2009","37 Signals","37signals-charge.com 312-239-0165 Il","24.00","debit","Business Services","CD Credit","",""
"2/23/2009","Transfer from Personal","Payment Thank You","100.00","credit","Credit Card Payment","Personal CC2","",""
"2/23/2009","Member Fees","8882774408 Member Fees Jenkintown Pa","99.00","debit","Uncategorized","Personal CC1","",""
"2/23/2009","Transfer from Personal","Payment Thank You","700.00","credit","Credit Card Payment","Personal CC1","",""
"2/23/2009","Walgreen","Purchase With Pin Walgreen Companyshoreline Wa","12.89","debit","Hospital Bills","Personal","",""
"2/23/2009","Barnes & Noble","Purchase With Pin Barnesnoble 301 Seattle Wa","22.45","debit","Books","Personal","",""
"2/23/2009","Safeway","Purchase With Pin Safeway Store Shoreline Wa","3.10","debit","Groceries","Personal","",""
"2/23/2009","Ccf Christianchi Va","Visa Purchase (Non-pin) Ccf*christianchi800-776-6767va","24.00","debit","Uncategorized","Personal","",""
"2/23/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"2/23/2009","Phad Thai","Visa Purchase (Non-pin) Phad Thai Seattle Wa","8.19","debit","Restaurants","CD","",""
"2/23/2009","Mr Gyros","Visa Purchase (Non-pin) Mr Gyros 206-7849806 Wa","5.40","debit","Restaurants","CD","",""
"2/23/2009","Transfer to Personal CC2","Web Authorized Pmt Credit Card","100.00","debit","Credit Card Payment","Personal","",""
"2/23/2009","Transfer to Personal CC1","Web Authorized Pmt Credit Card","700.00","debit","Credit Card Payment","Personal","",""
"2/20/2009","Wal-Mart","Purchase With Pin Wal-mart #2595 Marysville Wa","85.87","debit","Shopping","Personal","",""
"2/20/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","25.04","debit","Uncategorized","Personal","",""
"2/20/2009","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","1.41","debit","Business Services","CD","",""
"2/20/2009","Naked City Brewe","Visa Purchase (Non-pin) Naked City Breweseattle Wa","10.75","debit","Uncategorized","CD","",""
"2/20/2009","Safeway","Visa Purchase (Non-pin) Safeway Store 00seattle Wa","11.93","debit","Groceries","CD","",""
"2/19/2009","1&1 Internet","1&1 Internet, Inc. 877-461-2631 Pa","197.78","debit","Business Services","CD Credit","",""
"2/19/2009","Tic TAC","Pho Tic Tac Seattle Wa","22.15","debit","Restaurants","Personal CC1","",""
"2/18/2009","Brinks","Brinks Easypay Draft 800-445-0872 Tx","36.99","debit","Business Services","Personal CC1","",""
"2/18/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","35.05","debit","Shopping","Personal","",""
"2/18/2009","Joey","Visa Purchase (Non-pin) Joey's Seattle Wa","103.00","debit","Restaurants","Personal","",""
"2/18/2009","Mkg Martial Arts Intl","Visa Purchase (Non-pin) Mkg Martial Artsseattle Wa","9.05","debit","Entertainment","CD","",""
"2/17/2009","Us Dollar","29.95 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"2/17/2009","AT&T Wireless","Attm*298008539844nws 800-331-0500 Ga","169.18","debit","Cell Phone","CD Credit","",""
"2/17/2009","Govtfundedgrants Cy","Govtfundedgrants 8007127222 Cy","30.54","debit","Business Services","CD Credit","",""
"2/17/2009","ATM Fee","Atm Withdrawal Greenwood&87t Seattle Waus1","3.00","debit","ATM Fee","CD","",""
"2/17/2009","ATM Withdrawal","Atm Withdrawal Greenwood&87t Seattle Waus1","100.00","debit","Cash & ATM","CD","",""
"2/17/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","22.88","debit","Gym","Personal CC1","",""
"2/17/2009","Plus Service","J2 *efax Plus Service 323-817-3205 Ca","16.95","debit","Mobile Phone","Personal CC1","",""
"2/17/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","17.43","debit","Gym","Personal CC1","",""
"2/17/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","30.69","debit","Food & Dining","Personal","",""
"2/17/2009","ATM Withdrawal","Atm Withdrawal Us Bank Northgatseattle Waus1","500.00","debit","Cash & ATM","Personal","",""
"2/17/2009","Arco","Purchase With Pin Arco Paypoint Seattle Wa","33.32","debit","Gas & Fuel","Personal","",""
"2/17/2009","Tlf You Flo","Visa Purchase (Non-pin) Tlf*from You Floold Saybrookct","44.99","debit","Uncategorized","Personal","",""
"2/17/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","300.00","debit","Cash & ATM","Personal","",""
"2/17/2009","North Pacific In","Electronic Withdrawal North Pacific In","87.66","debit","Uncategorized","Personal","",""
"2/17/2009","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"2/17/2009","Transfer from CD","Funds Transfer-credit 000153559713075","4000.00","credit","Transfer","Personal","",""
"2/17/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","13.56","debit","Food & Dining","Personal","",""
